-51.15353012,-49.96615601,-48.82710648,-47.73993683,-46.70858765,-45.73760223,-44.83227921,-43.99910355,-43.24618912,-42.58406448,-42.02697754,-41.59512329,-41.31907272,-41.24963379,-41.48503494,-42.28197479,-inf,
-49.60113907,-48.37888336,-47.20500565,-46.08318329,-45.01745605,-44.01239014,-43.07330322,-42.20661545,-41.42035675,-40.72492218,-40.13434982,-39.66856384,-39.35773468,-39.25206375,-39.44876099,-40.20252991,-inf,
-48.07579803,-46.81675720,-45.60605621,-44.44755936,-43.34542084,-42.30428314,-41.32949829,-40.42744827,-39.60607910,-38.87564087,-38.24997330,-37.74868774,-37.40154648,-37.25809479,-37.41444397,-38.12309265,-inf,
-46.58058167,-45.28273010,-44.03302765,-42.83558273,-41.69474792,-40.61528778,-39.60260773,-38.66309738,-37.80460739,-37.03726196,-36.37467575,-35.83615875,-35.45100021,-35.26805878,-35.38225555,-36.04364777,-inf,
-45.11901093,-43.78023911,-42.48917770,-41.25026703,-40.06815338,-38.94779587,-37.89471436,-36.91532516,-36.01743317,-35.21100998,-34.50945663,-33.93174362,-33.50667572,-33.28235626,-33.35240555,-33.96420670,-inf,
-43.69508743,-42.31330490,-40.97838211,-39.69524002,-38.46892548,-37.30471420,-36.20833588,-35.18627548,-34.24633408,-33.39834976,-32.65548325,-32.03635788,-31.56925011,-31.30143929,-31.32515144,-31.88476562,-inf,
-42.31330490,-40.88653564,-39.50523376,-38.17486572,-36.90106964,-35.68961716,-34.54655457,-33.47857666,-32.49348450,-31.60104179,-30.81415558,-30.15107536,-29.63950920,-29.32584763,-29.30076981,-29.80532455,-inf,
-40.97838211,-39.50523376,-38.07513428,-36.69445038,-35.36954498,-34.10693741,-32.91324234,-31.79546928,-30.76158142,-29.82125282,-28.98718071,-28.27720261,-27.71840668,-27.35621071,-27.27959824,-27.72588348,-inf,
-39.69524002,-38.17486572,-36.69445038,-35.26036072,-33.88050461,-32.56228638,-31.31327629,-30.14109421,-29.05399704,-28.06169510,-27.17667007,-26.41633415,-25.80709076,-25.39328766,-25.26203156,-25.64644241,-inf,
-38.46892548,-36.90106964,-35.36954498,-33.88050461,-32.44153976,-31.06285286,-29.75300407,-28.52079582,-27.37509918,-26.32581902,-25.38528252,-24.57045174,-23.90697479,-23.43799973,-23.24854851,-23.56700134,-inf,
-37.30471420,-35.68961716,-34.10693741,-32.56228638,-31.06285286,-29.61773300,-28.24081993,-26.94169807,-25.73066139,-24.61814690,-23.61644936,-22.74207306,-22.01981735,-21.49147797,-21.23972511,-21.48756027,-inf,
-36.20833588,-34.54655457,-32.91324234,-31.31327629,-29.75300407,-28.24081993,-26.78762817,-25.41358757,-24.12859344,-22.94479179,-21.87473297,-20.93448067,-20.14786911,-19.55513763,-19.23627090,-19.40811920,-inf,
-35.18627548,-33.47857666,-31.79546928,-30.14109421,-28.52079582,-26.94169807,-25.41358757,-23.94927406,-22.58019257,-21.31435585,-20.16640854,-19.15208435,-18.29408455,-17.63078880,-17.23906708,-17.32867813,-inf,
-34.24633408,-32.49348450,-30.76158142,-29.05399704,-27.37509918,-25.73066139,-24.12859344,-22.58019257,-21.09967613,-19.73961449,-18.50053024,-17.40103722,-16.46245003,-15.72080612,-15.24923801,-15.24923706,-inf,
-33.39834976,-31.60104179,-29.82125282,-28.06169510,-26.32581902,-24.61814690,-22.94479179,-21.31435585,-19.73961449,-18.23409843,-16.89103127,-15.69040298,-14.65857983,-13.82839203,-13.26823711,-13.16979599,-inf,
-32.65548325,-30.81415558,-28.98718071,-27.17667007,-25.38528252,-23.61644936,-21.87473297,-20.16640854,-18.50053024,-16.89103127,-15.34494591,-14.03448963,-12.89081955,-11.95804119,-11.29799461,-11.09035492,-inf,
-32.03635788,-30.15107536,-28.27720261,-26.41633415,-24.57045174,-22.74207306,-20.93448067,-19.15208435,-17.40103722,-15.69040298,-14.03448963,-12.42028522,-11.17249584,-10.11638451,-9.34115410,-9.01091385,-inf,
-31.56925011,-29.63950920,-27.71840668,-25.80709076,-23.90697479,-22.01981735,-20.14786911,-18.29408455,-16.46245003,-14.65857983,-12.89081955,-11.17249584,-9.44259834,-8.31386757,-7.40147543,-6.93147182,-inf,
-31.30143929,-29.32584763,-27.35621071,-25.39328766,-23.43799973,-21.49147797,-19.55513763,-17.63078880,-15.72080612,-13.82839203,-11.95804119,-10.11638451,-8.31386757,-6.38987446,-5.48455286,-4.85203028,-inf,
-31.32515144,-29.30076981,-27.27959824,-25.26203156,-23.24854851,-21.23972511,-19.23627090,-17.23906708,-15.24923801,-13.26823711,-11.29799461,-9.34115410,-7.40147543,-5.48455286,-3.24259233,-2.77258873,-inf,
-31.88476562,-29.80532455,-27.72588348,-25.64644241,-23.56700134,-21.48756027,-19.40811920,-17.32867813,-15.24923706,-13.16979599,-11.09035492,-9.01091385,-6.93147182,-4.85203028,-2.77258873,0.00000000,-inf,
-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,
